Identifiant_de_l_etablissement,Type_etablissement,Statut_public_prive,Type_contrat_prive,Nom_etablissement,Adresse_1,Adresse_2,Adresse_3,Code_postal,Code_commune,Nom_commune,Code_departement,Libelle_departement,Code_academie,Libelle_academie,Code_region,Libelle_region,Ecole_maternelle,Ecole_elementaire,Voie_generale,Voie_technologique,Voie_professionnelle,Telephone,Fax,Web,Mail,Restauration,Hebergement,ULIS,Lycee_des_metiers,Apprentissage,Segpa,Post_BAC,Section_arts,Section_cinema,Section_theatre,Section_sport,Section_internationale,Section_europeenne,Lycee_Agricole,Lycee_militaire,Nombre_d_eleves,GRETA,SIREN_SIRET,Fiche_onisep,Appartenance_Education_Prioritaire,coordX_origine,coordY_origine,epsg_origine,nom_circonscription,latitude,longitude,position,precision_localisation,date_ouverture,date_maj_ligne,etat,ministere_tutelle,multi_uai,rpi_concentre,rpi_disperse,code_nature,libelle_nature
0352363D,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée le Sacré Coeur,10 boulevard Gambetta ,,35150 JANZE,35150,35136,Janzé,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299470308,,,ec.0352363D@ac-rennes.fr,1,0,0,,,,,,,,,,,,,484,,77769378900029,,,364287.0,6771520.9,EPSG:2154,Circonscription d'inspection du 1er degré de Châteaubourg,47.95795608433869,-1.5002734449949637,"47.95795608433869,-1.5002734449949637",Numéro de rue,1993-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352376T,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée Ste Marie,48 rue Papu ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299593280,,,ec.0352376T@ac-rennes.fr,1,0,1,,,,,,,,,,,,,263,,31290774400014,,,350620.1,6789441.2,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Ouest,48.11178709048678,-1.697331349825201,"48.11178709048678,-1.697331349825201",Numéro de rue,1993-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352377U,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée Ste Anne St Joseph,45 avenue de Champalaune ,,35740 PACE,35740,35210,Pacé,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299606882,,,ec.0352377U@ac-rennes.fr,1,0,0,,,,,,,,,,,,,556,,77771250600040,,,345801.3,6794596.8,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Grégoire,48.15549876928169,-1.7661417515663538,"48.15549876928169,-1.7661417515663538",Numéro de rue,1993-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352391J,Ecole,Public,SANS OBJET,Ecole primaire publique Eugène Pottier,36 boulevard Eugène Pottier ,,35136 ST JACQUES DE LA LANDE,35136,35281,Saint-Jacques-de-la-Lande,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299319126,,,ecole.0352391J@ac-rennes.fr,1,0,0,,,,,,,,,,,,,232,,21350281800049,,,348673.2,6784673.9,EPSG:2154,Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande,48.06792033096385,-1.7196183568088823,"48.06792033096385,-1.7196183568088823",Numéro de rue,1994-06-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352411F,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée St Yves,3 rue Saint-Yves ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299790516,,,ec.0352411F@ac-rennes.fr,1,0,0,,,,,,,,,,,,,199,,77774569600016,,,351766.5,6789246.8,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Ouest,48.11065316949015,-1.6817996404697242,"48.11065316949015,-1.6817996404697242",Numéro de rue,1994-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352432D,Ecole,Public,SANS OBJET,Ecole primaire publique Marie Pape-Carpantier,2 place Marie Pape-Carpantier ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299655433,,,ecole.0352432D@ac-rennes.fr,1,0,0,,,,,,,,,,,,,270,,21350238801629,,,350778.9,6788783.4,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Ouest,48.10596329184159,-1.694676155710248,"48.10596329184159,-1.694676155710248",Numéro de rue,1995-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352433E,Ecole,Public,SANS OBJET,Ecole primaire publique Robert Doisneau,10 rue RENE-YVES CRESTON ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299530040,,,ecole.0352433E@ac-rennes.fr,1,0,0,,,,,,,,,,,,,211,,21350238801652,,,354640.9,6786786.3,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.09007694837648,-1.6413021784186643,"48.09007694837648,-1.6413021784186643",Numéro de rue,1996-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352435G,Ecole,Public,SANS OBJET,Ecole maternelle publique Volga,3 rue de la Volga ,,35200 RENNES,35200,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0257213004,,,ecole.0352435G@ac-rennes.fr,1,0,0,,,,,,,,,,,,,126,,21350238801116,,REP+,353803.4,6786288.3,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.08516016745524,-1.6521375475553097,"48.08516016745524,-1.6521375475553097",Numéro de rue,1996-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0352437J,Ecole,Public,SANS OBJET,Ecole primaire publique Suzanne Lacore,9 rue André Malraux ,,35136 ST JACQUES DE LA LANDE,35136,35281,Saint-Jacques-de-la-Lande,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299353140,,,ecole.0352437J@ac-rennes.fr,1,0,0,,,,,,,,,,,,,654,,21350281800155,,,349116.5,6786063.9,EPSG:2154,Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande,48.080644346955864,-1.714790965463016,"48.080644346955864,-1.714790965463016",Numéro de rue,1997-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352500C,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée Diwan,31 boulevard du Portugal ,,35200 RENNES,35200,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299324450,,,ec.0352500C@ac-rennes.fr,1,0,0,,,,,,,,,,,,,146,,31808374800059,,,352769.3,6786282.5,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.08455932904033,-1.665996749183543,"48.08455932904033,-1.665996749183543",Numéro de rue,1996-11-13,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352520Z,Ecole,Public,SANS OBJET,Ecole primaire publique les Landes,11 rue DES LANDES ,,35135 CHANTEPIE,35135,35055,Chantepie,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299414009,,,ecole.0352520Z@ac-rennes.fr,0,0,0,,,,,,,,,,,,,359,,21350055600039,,,356198.8,6786670.2,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.08985568601486,-1.6203221366793272,"48.08985568601486,-1.6203221366793272",Numéro de rue,1998-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352521A,Ecole,Public,SANS OBJET,Ecole élémentaire publique les Deux Ruisseaux,Avenue des Méliettes ,,35135 CHANTEPIE,35135,35055,Chantepie,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299414015,,,ecole.0352521A@ac-rennes.fr,0,0,0,,,,,,,,,,,,,163,,21350055600070,,,356341.2,6786085.0,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.08467362873524,-1.6179533817102512,"48.08467362873524,-1.6179533817102512",Numéro de rue,1998-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352536S,Ecole,Public,SANS OBJET,Ecole primaire publique les Mézières,61 avenue d'Armorique ,,35830 BETTON,35830,35024,Betton,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299551907,,,ecole.0352536S@ac-rennes.fr,1,0,0,,,,,,,,,,,,,181,,21350024200143,,,354705.6,6797300.2,EPSG:2154,Circonscription d'inspection du 1er degré de Liffre,48.18455475736219,-1.6487436370968256,"48.18455475736219,-1.6487436370968256",Numéro de rue,1999-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352559S,Ecole,Public,SANS OBJET,Ecole primaire publique Sonia Delaunay,6 rue Marie Dorval ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0223461982,,,ecole.0352559S@ac-rennes.fr,1,0,0,,,,,,,,,,,,,409,,21350238801868,,,350494.6,6791503.0,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Ouest,48.13023998495917,-1.700662945043778,"48.13023998495917,-1.700662945043778",Numéro de rue,2002-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352666H,Ecole,Public,SANS OBJET,Ecole maternelle publique Ille,12 boulevard de Verdun ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0257213048,,,ecole.0352666H@ac-rennes.fr,1,0,0,,,,,,,,,,,,,227,,21350238802148,,,351020.6,6789646.8,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Ouest,48.11384804559773,-1.6921234581305675,"48.11384804559773,-1.6921234581305675",Numéro de rue,2004-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0352668K,Ecole,Public,SANS OBJET,Ecole élémentaire publique Gantelles,1 rue D'ERLANGEN ,,35700 RENNES,35700,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0257213040,,,ecole.0352668K@ac-rennes.fr,1,0,1,,,,,,,,,,,,,321,,21350238802130,,REP,353437.2,6791461.9,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.13143953329113,-1.6611461996374495,"48.13143953329113,-1.6611461996374495",Numéro de rue,2004-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352669L,Ecole,Public,SANS OBJET,Ecole élémentaire publique Pascal Lafaye,13 boulevard du Portugal ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0257213002,,,ecole.0352669L@ac-rennes.fr,1,0,1,,,,,,,,,,,,,240,,21350238802155,,REP,352452.2,6786300.6,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.08455332582679,-1.6702623001953978,"48.08455332582679,-1.6702623001953978",Numéro de rue,2004-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352670M,Ecole,Public,SANS OBJET,Ecole élémentaire publique Jacques Prévert,40 boulevard Albert 1er ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299519778,,,ecole.0352670M@ac-rennes.fr,1,0,0,,,,,,,,,,,,,291,,21350238801504,,REP,351860.2,6786724.0,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.08804148949833,-1.678535575386421,"48.08804148949833,-1.678535575386421",Numéro de rue,2003-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352687F,Ecole,Public,SANS OBJET,Ecole maternelle publique Pascal Lafaye,13 boulevard du Portugal ,,35200 RENNES,35200,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0257213003,,,ecole.0352687F@ac-rennes.fr,1,0,0,,,,,,,,,,,,,186,,21350238802114,,REP,352512.1,6786273.8,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.08434444345549,-1.6694379824659706,"48.08434444345549,-1.6694379824659706",Numéro de rue,2004-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0352688G,Ecole,Public,SANS OBJET,Ecole maternelle publique Gantelles,1 rue D'ERLANGEN ,,35700 RENNES,35700,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0257213041,,,ecole.0352688G@ac-rennes.fr,1,0,0,,,,,,,,,,,,,266,,21350238802122,,REP,353439.2,6791469.8,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.13151155805556,-1.6611256275396735,"48.13151155805556,-1.6611256275396735",Numéro de rue,2004-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0352689H,Ecole,Public,SANS OBJET,Ecole maternelle publique Jacques Prévert,81 boulevard Albert 1er ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0257213001,,,ecole.0352689H@ac-rennes.fr,1,0,0,,,,,,,,,,,,,257,,21350238802163,,REP,352010.5,6786809.4,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.088888693057655,-1.6765883556975054,"48.088888693057655,-1.6765883556975054",Numéro de rue,2004-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0352713J,Ecole,Privé,HORS CONTRAT,Ecole primaire privée Ste Philomène,Chemin DE LA FOUINARDIERE ,,35760 ST GREGOIRE,35760,35278,Saint-Grégoire,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0616382949,,,ec.0352713J@ac-rennes.fr,1,0,0,,,,,,,,,,,,,138,,44984937100025,,,350262.0,6795444.1,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Grégoire,48.1655154264493,-1.7069398178221373,"48.1655154264493,-1.7069398178221373",Rue,2005-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352908W,Ecole,Privé,HORS CONTRAT,ECOLE PRIMAIRE PRIVEE HOLISKOL,49 rue de Riaval ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0662450173,,,ec.0352908W@ac-rennes.fr,1,0,0,,,,,,,,,,,,,,,83261197400011,,,352908.9,6787943.9,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.099557649664376,-1.6654427536022274,"48.099557649664376,-1.6654427536022274",Numéro de rue,2017-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0352926R,Ecole,Privé,HORS CONTRAT,Ecole privée Notre Dame Auxiliatrice,Lieu-dit La Vallée ,,35830 BETTON,35830,35024,Betton,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0621496829,,,ec.0352926r@ac-rennes.fr,0,0,0,,,,,,,,,,,,,,,84150953200013,,,355087.1,6797087.6,EPSG:2154,Circonscription d'inspection du 1er degré de Liffre,48.18284695321816,-1.6434511688840305,"48.18284695321816,-1.6434511688840305",Ville,2018-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351878B,Lycée,Public,SANS OBJET,Lycée professionnel et SGT Coëtlogon,53 rue Antoine Joly,BP 18307,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,1,02 99 54 62 62,02 99 54 62 69,pharouest.ac-rennes.fr/e351878B,ce.0351878b@ac-rennes.fr,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,989,1,19351878400015,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-professionnel-et-sgt-coetlogon.html,,350966.6,6790587.4,EPSG:2154,,48.12226815190888,-1.6935986360315491,"48.12226815190888,-1.6935986360315491",Numéro de rue,1975-04-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,320,LYCEE PROFESSIONNEL
0350795Z,Lycée,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Lycée de la Salle,5 rue de la Motte-Brûlon,CS 60624,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,1,1,02 99 87 12 12,02 99 87 12 00,www.lycee-delasalle.com,ce.0350795Z@ac-rennes.fr,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1062,0,80919961500018,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-de-la-salle.html,,352841.0,6790820.4,EPSG:2154,,48.12536040408314,-1.6686366857629362,"48.12536040408314,-1.6686366857629362",Numéro de rue,1968-03-12,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,306,LYCEE POLYVALENT
0350029S,Lycée,Public,SANS OBJET,Lycée Joliot Curie,144 boulevard de Vitré,BP 80314,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,1,1,0,02 99 28 81 00,02 99 28 81 01,pharouest.ac-rennes.fr/e350029S,ce.0350029s@ac-rennes.fr,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1613,1,19350029500012,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-joliot-curie.html,,354366.2,6790766.7,EPSG:2154,,48.125687227428486,-1.6481306020702366,"48.125687227428486,-1.6481306020702366",Numéro de rue,1965-05-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0350777E,Lycée,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Lycée Saint-Martin,31 rue d'Antrain,CS 20611,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,1,1,0,02 99 84 16 16,02 99 84 16 19,www.lycee-stmartin-rennes.org,ce.0350777E@ac-rennes.fr,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1440,0,77774550600017,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-saint-martin.html,,352004.5,6789897.9,EPSG:2154,,48.11662863650231,-1.6791254683915133,"48.11662863650231,-1.6791254683915133",Numéro de rue,1968-03-12,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0351047Y,Lycée,Privé,SANS OBJET,Lycée agricole et horticole la Lande du Breil,Rue Fernand Robert,CS 84233,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,1,1,02 99 59 34 94,02 99 54 92 31,www.campus-landedubreil.org,accueil@lycee-landedubreil.org,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,,0,77774619900010,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee-agricole/lycee-agricole-et-horticole-la-lande-du-breil.html,,349725.2,6791733.6,EPSG:2154,,48.131898953765536,-1.7111712799248053,"48.131898953765536,-1.7111712799248053",Numéro de rue,1970-07-06,2019-09-11,OUVERT,AGRICULTURE,0,0,,320,LYCEE PROFESSIONNEL
0350057X,Collège,Public,SANS OBJET,Collège Jacques Prévert,Rue René Cutte,BP 3,35850 ROMILLE,35850,35245,Romillé,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 23 24 94,02 99 68 25 16,,Ce.0350057x@ac-rennes.fr,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,598,0,19350057600015,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/romille/college/college-jacques-prevert.html,,336697.2,6802236.8,EPSG:2154,,48.219106738320555,-1.8947028788215206,"48.219106738320555,-1.8947028788215206",Numéro de rue,1965-05-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0352070K,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège Assomption,18 boulevard Painleve,BP 90217,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 36 31 76,02 99 36 22 15,www.assomption-rennes.org,ce.0352070K@ac-rennes.fr,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,914,0,77774565400015,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-assomption.html,,353543.2,6790447.0,EPSG:2154,,48.122379250771374,-1.6589194034352441,"48.122379250771374,-1.6589194034352441",Numéro de rue,1980-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350866B,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège Saint Joseph,45 rue Paul Painlevé,,35150 JANZE,35150,35136,Janzé,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 47 00 71,02 99 47 23 50,,ce.0350866B@ac-rennes.fr,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,698,0,77769378900011,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/janze/college/college-saint-joseph.html,,364847.5,6771585.9,EPSG:2154,,47.95882717815766,-1.492825617576518,"47.95882717815766,-1.492825617576518",Numéro de rue,1968-03-28,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350965J,Collège,Public,SANS OBJET,Collège le Landry,29 avenue de Cork,BP 30136,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 50 66 26,02 99 50 80 07,,Ce.0350965j@ac-rennes.fr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,599,1,19350965000027,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-le-landry.html,,354119.2,6787647.6,EPSG:2154,,48.09753799517779,-1.648977864522731,"48.09753799517779,-1.648977864522731",Numéro de rue,1970-03-12,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0351638R,Collège,Public,SANS OBJET,Collège Anne de Bretagne,15 rue Martenot,CS 86933,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 63 19 45,02 99 63 81 21,www.collegeannedebretagnerennes.ac-rennes.fr,Ce.0351638r@ac-rennes.fr,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,801,1,19351638200010,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-anne-de-bretagne.html,,352513.2,6789494.0,EPSG:2154,,48.11327142418572,-1.6719805345060357,"48.11327142418572,-1.6719805345060357",Numéro de rue,1972-02-14,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350027P,Collège,Public,SANS OBJET,Collège les Gayeulles,140 boulevard de Vitre,BP 80323,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 36 01 61,02 99 36 64 24,,Ce.0350027p@ac-rennes.fr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,529,0,19350027900016,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-les-gayeulles.html,,354228.7,6790740.5,EPSG:2154,,48.12537907402548,-1.6499547249745967,"48.12537907402548,-1.6499547249745967",Numéro de rue,1965-05-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0352071L,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège Sainte Thérèse,27 rue Sully Prudhomme,CS 96702,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 22 20 60,02 99 22 20 69,www.collegelycee-ste-therese.fr,ce.0352071L@ac-rennes.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,45019580500012,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-sainte-therese.html,,352782.2,6787386.7,EPSG:2154,,48.09448508027189,-1.6666997118029583,"48.09448508027189,-1.6666997118029583",Numéro de rue,1980-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0352260S,Collège,Public,SANS OBJET,Collège François Truffaut,Rue de la Rabine,CS 893138,35830 BETTON,35830,35024,Betton,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 55 06 06,02 99 55 09 36,,Ce.0352260s@ac-rennes.fr,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,543,1,19352260400019,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/betton/college/college-francois-truffaut.html,,354493.3,6796396.0,EPSG:2154,,48.17632040994992,-1.650879074255052,"48.17632040994992,-1.650879074255052",Numéro de rue,1990-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350780H,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège Immaculée,2 rue de Saint Exupéry,BP 96214,35760 SAINT GREGOIRE,35760,35278,Saint-Grégoire,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 23 41 00,02 99 23 19 73,www.immaculeejeanpaul2.org,ce.0350780H@ac-rennes.fr,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,863,0,80919961500026,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/saint-gregoire/college/college-immaculee.html,,352552.9,6794685.8,EPSG:2154,,48.15992814494634,-1.6755764701035907,"48.15992814494634,-1.6755764701035907",Numéro de rue,1968-03-12,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
